,Path,ImageId,Image Size,Voxel Size in mm,Dimension
131,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/568.img.nii.gz,Imagecas_568.img.nii.gz,"(512, 512, 206)","(0.341796875, 0.341796875, 0.5)",3
132,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/527.img.nii.gz,Imagecas_527.img.nii.gz,"(512, 512, 247)","(0.376953125, 0.376953125, 0.5)",3
133,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/446.img.nii.gz,Imagecas_446.img.nii.gz,"(512, 512, 275)","(0.37890625, 0.37890625, 0.5)",3
134,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/530.img.nii.gz,Imagecas_530.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
135,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/596.img.nii.gz,Imagecas_596.img.nii.gz,"(512, 512, 235)","(0.32421875, 0.32421875, 0.5)",3
136,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/481.img.nii.gz,Imagecas_481.img.nii.gz,"(512, 512, 275)","(0.384765625, 0.384765625, 0.5)",3
137,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/548.img.nii.gz,Imagecas_548.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
138,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/430.img.nii.gz,Imagecas_430.img.nii.gz,"(512, 512, 213)","(0.318359375, 0.318359375, 0.5)",3
139,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/455.img.nii.gz,Imagecas_455.img.nii.gz,"(512, 512, 275)","(0.359375, 0.359375, 0.5)",3
140,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/402.img.nii.gz,Imagecas_402.img.nii.gz,"(512, 512, 275)","(0.3515625, 0.3515625, 0.5)",3
141,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/413.img.nii.gz,Imagecas_413.img.nii.gz,"(512, 512, 275)","(0.36328125, 0.36328125, 0.5)",3
142,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/561.img.nii.gz,Imagecas_561.img.nii.gz,"(512, 512, 275)","(0.400390625, 0.400390625, 0.5)",3
143,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/424.img.nii.gz,Imagecas_424.img.nii.gz,"(512, 512, 275)","(0.365234375, 0.365234375, 0.5)",3
144,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/573.img.nii.gz,Imagecas_573.img.nii.gz,"(512, 512, 275)","(0.369140625, 0.369140625, 0.5)",3
145,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/451.img.nii.gz,Imagecas_451.img.nii.gz,"(512, 512, 241)","(0.42578125, 0.42578125, 0.5)",3
146,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/482.img.nii.gz,Imagecas_482.img.nii.gz,"(512, 512, 247)","(0.357421875, 0.357421875, 0.5)",3
147,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/445.img.nii.gz,Imagecas_445.img.nii.gz,"(512, 512, 239)","(0.3515625, 0.3515625, 0.5)",3
148,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/581.img.nii.gz,Imagecas_581.img.nii.gz,"(512, 512, 275)","(0.35546875, 0.35546875, 0.5)",3
149,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/586.img.nii.gz,Imagecas_586.img.nii.gz,"(512, 512, 206)","(0.318359375, 0.318359375, 0.5)",3
150,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/423.img.nii.gz,Imagecas_423.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
151,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/493.img.nii.gz,Imagecas_493.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
152,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/518.img.nii.gz,Imagecas_518.img.nii.gz,"(512, 512, 243)","(0.345703125, 0.345703125, 0.5)",3
153,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/529.img.nii.gz,Imagecas_529.img.nii.gz,"(512, 512, 275)","(0.37109375, 0.37109375, 0.5)",3
154,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/490.img.nii.gz,Imagecas_490.img.nii.gz,"(512, 512, 237)","(0.318359375, 0.318359375, 0.5)",3
155,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/532.img.nii.gz,Imagecas_532.img.nii.gz,"(512, 512, 275)","(0.37109375, 0.37109375, 0.5)",3
156,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/579.img.nii.gz,Imagecas_579.img.nii.gz,"(512, 512, 275)","(0.3359375, 0.3359375, 0.5)",3
157,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/575.img.nii.gz,Imagecas_575.img.nii.gz,"(512, 512, 275)","(0.353515625, 0.353515625, 0.5)",3
158,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/589.img.nii.gz,Imagecas_589.img.nii.gz,"(512, 512, 275)","(0.337890625, 0.337890625, 0.5)",3
159,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/498.img.nii.gz,Imagecas_498.img.nii.gz,"(512, 512, 257)","(0.318359375, 0.318359375, 0.5)",3
160,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/525.img.nii.gz,Imagecas_525.img.nii.gz,"(512, 512, 275)","(0.375, 0.375, 0.5)",3
161,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/472.img.nii.gz,Imagecas_472.img.nii.gz,"(512, 512, 275)","(0.3671875, 0.3671875, 0.5)",3
162,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/409.img.nii.gz,Imagecas_409.img.nii.gz,"(512, 512, 263)","(0.380859375, 0.380859375, 0.5)",3
163,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/474.img.nii.gz,Imagecas_474.img.nii.gz,"(512, 512, 251)","(0.357421875, 0.357421875, 0.5)",3
164,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/505.img.nii.gz,Imagecas_505.img.nii.gz,"(512, 512, 275)","(0.423828125, 0.423828125, 0.5)",3
165,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/558.img.nii.gz,Imagecas_558.img.nii.gz,"(512, 512, 275)","(0.373046875, 0.373046875, 0.5)",3
166,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/406.img.nii.gz,Imagecas_406.img.nii.gz,"(512, 512, 243)","(0.349609375, 0.349609375, 0.5)",3
167,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/435.img.nii.gz,Imagecas_435.img.nii.gz,"(512, 512, 275)","(0.392578125, 0.392578125, 0.5)",3
168,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/551.img.nii.gz,Imagecas_551.img.nii.gz,"(512, 512, 275)","(0.35546875, 0.35546875, 0.5)",3
169,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/433.img.nii.gz,Imagecas_433.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
170,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/495.img.nii.gz,Imagecas_495.img.nii.gz,"(512, 512, 275)","(0.353515625, 0.353515625, 0.5)",3
171,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/554.img.nii.gz,Imagecas_554.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
172,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/428.img.nii.gz,Imagecas_428.img.nii.gz,"(512, 512, 275)","(0.349609375, 0.349609375, 0.5)",3
173,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/535.img.nii.gz,Imagecas_535.img.nii.gz,"(512, 512, 253)","(0.318359375, 0.318359375, 0.5)",3
174,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/420.img.nii.gz,Imagecas_420.img.nii.gz,"(512, 512, 275)","(0.34765625, 0.34765625, 0.5)",3
175,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/462.img.nii.gz,Imagecas_462.img.nii.gz,"(512, 512, 259)","(0.337890625, 0.337890625, 0.5)",3
176,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/511.img.nii.gz,Imagecas_511.img.nii.gz,"(512, 512, 275)","(0.3828125, 0.3828125, 0.5)",3
177,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/485.img.nii.gz,Imagecas_485.img.nii.gz,"(512, 512, 257)","(0.345703125, 0.345703125, 0.5)",3
178,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/414.img.nii.gz,Imagecas_414.img.nii.gz,"(512, 512, 275)","(0.39453125, 0.39453125, 0.5)",3
179,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/432.img.nii.gz,Imagecas_432.img.nii.gz,"(512, 512, 206)","(0.365234375, 0.365234375, 0.5)",3
180,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/514.img.nii.gz,Imagecas_514.img.nii.gz,"(512, 512, 206)","(0.375, 0.375, 0.5)",3
181,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/412.img.nii.gz,Imagecas_412.img.nii.gz,"(512, 512, 275)","(0.34375, 0.34375, 0.5)",3
182,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/563.img.nii.gz,Imagecas_563.img.nii.gz,"(512, 512, 206)","(0.318359375, 0.318359375, 0.5)",3
183,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/585.img.nii.gz,Imagecas_585.img.nii.gz,"(512, 512, 206)","(0.330078125, 0.330078125, 0.5)",3
184,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/469.img.nii.gz,Imagecas_469.img.nii.gz,"(512, 512, 275)","(0.375, 0.375, 0.5)",3
185,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/523.img.nii.gz,Imagecas_523.img.nii.gz,"(512, 512, 275)","(0.361328125, 0.361328125, 0.5)",3
186,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/441.img.nii.gz,Imagecas_441.img.nii.gz,"(512, 512, 221)","(0.318359375, 0.318359375, 0.5)",3
187,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/578.img.nii.gz,Imagecas_578.img.nii.gz,"(512, 512, 275)","(0.39453125, 0.39453125, 0.5)",3
188,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/590.img.nii.gz,Imagecas_590.img.nii.gz,"(512, 512, 275)","(0.37890625, 0.37890625, 0.5)",3
189,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/491.img.nii.gz,Imagecas_491.img.nii.gz,"(512, 512, 269)","(0.341796875, 0.341796875, 0.5)",3
190,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/410.img.nii.gz,Imagecas_410.img.nii.gz,"(512, 512, 225)","(0.34375, 0.34375, 0.5)",3
191,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/513.img.nii.gz,Imagecas_513.img.nii.gz,"(512, 512, 275)","(0.376953125, 0.376953125, 0.5)",3
192,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/538.img.nii.gz,Imagecas_538.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
193,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/521.img.nii.gz,Imagecas_521.img.nii.gz,"(512, 512, 275)","(0.34765625, 0.34765625, 0.5)",3
194,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/475.img.nii.gz,Imagecas_475.img.nii.gz,"(512, 512, 275)","(0.349609375, 0.349609375, 0.5)",3
195,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/536.img.nii.gz,Imagecas_536.img.nii.gz,"(512, 512, 275)","(0.33203125, 0.33203125, 0.5)",3
196,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/553.img.nii.gz,Imagecas_553.img.nii.gz,"(512, 512, 275)","(0.349609375, 0.349609375, 0.5)",3
197,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/484.img.nii.gz,Imagecas_484.img.nii.gz,"(512, 512, 275)","(0.35546875, 0.35546875, 0.5)",3
198,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/522.img.nii.gz,Imagecas_522.img.nii.gz,"(512, 512, 275)","(0.357421875, 0.357421875, 0.5)",3
199,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/492.img.nii.gz,Imagecas_492.img.nii.gz,"(512, 512, 235)","(0.318359375, 0.318359375, 0.5)",3
200,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/549.img.nii.gz,Imagecas_549.img.nii.gz,"(512, 512, 257)","(0.318359375, 0.318359375, 0.5)",3
201,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/540.img.nii.gz,Imagecas_540.img.nii.gz,"(512, 512, 275)","(0.43359375, 0.43359375, 0.5)",3
202,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/488.img.nii.gz,Imagecas_488.img.nii.gz,"(512, 512, 259)","(0.34375, 0.34375, 0.5)",3
203,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/478.img.nii.gz,Imagecas_478.img.nii.gz,"(512, 512, 275)","(0.349609375, 0.349609375, 0.5)",3
204,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/572.img.nii.gz,Imagecas_572.img.nii.gz,"(512, 512, 275)","(0.39453125, 0.39453125, 0.5)",3
205,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/574.img.nii.gz,Imagecas_574.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
206,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/524.img.nii.gz,Imagecas_524.img.nii.gz,"(512, 512, 275)","(0.361328125, 0.361328125, 0.5)",3
207,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/444.img.nii.gz,Imagecas_444.img.nii.gz,"(512, 512, 275)","(0.341796875, 0.341796875, 0.5)",3
208,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/450.img.nii.gz,Imagecas_450.img.nii.gz,"(512, 512, 275)","(0.373046875, 0.373046875, 0.5)",3
209,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/557.img.nii.gz,Imagecas_557.img.nii.gz,"(512, 512, 275)","(0.359375, 0.359375, 0.5)",3
210,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/583.img.nii.gz,Imagecas_583.img.nii.gz,"(512, 512, 275)","(0.357421875, 0.357421875, 0.5)",3
211,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/452.img.nii.gz,Imagecas_452.img.nii.gz,"(512, 512, 275)","(0.33984375, 0.33984375, 0.5)",3
212,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/443.img.nii.gz,Imagecas_443.img.nii.gz,"(512, 512, 206)","(0.3203125, 0.3203125, 0.5)",3
213,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/541.img.nii.gz,Imagecas_541.img.nii.gz,"(512, 512, 275)","(0.388671875, 0.388671875, 0.5)",3
214,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/595.img.nii.gz,Imagecas_595.img.nii.gz,"(512, 512, 275)","(0.345703125, 0.345703125, 0.5)",3
215,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/460.img.nii.gz,Imagecas_460.img.nii.gz,"(512, 512, 275)","(0.337890625, 0.337890625, 0.5)",3
216,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/547.img.nii.gz,Imagecas_547.img.nii.gz,"(512, 512, 275)","(0.34375, 0.34375, 0.5)",3
217,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/404.img.nii.gz,Imagecas_404.img.nii.gz,"(512, 512, 275)","(0.349609375, 0.349609375, 0.5)",3
218,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/483.img.nii.gz,Imagecas_483.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
219,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/457.img.nii.gz,Imagecas_457.img.nii.gz,"(512, 512, 275)","(0.376953125, 0.376953125, 0.5)",3
220,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/507.img.nii.gz,Imagecas_507.img.nii.gz,"(512, 512, 261)","(0.36328125, 0.36328125, 0.5)",3
221,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/520.img.nii.gz,Imagecas_520.img.nii.gz,"(512, 512, 275)","(0.380859375, 0.380859375, 0.5)",3
222,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/510.img.nii.gz,Imagecas_510.img.nii.gz,"(512, 512, 275)","(0.361328125, 0.361328125, 0.5)",3
223,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/597.img.nii.gz,Imagecas_597.img.nii.gz,"(512, 512, 206)","(0.318359375, 0.318359375, 0.5)",3
224,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/591.img.nii.gz,Imagecas_591.img.nii.gz,"(512, 512, 275)","(0.365234375, 0.365234375, 0.5)",3
225,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/434.img.nii.gz,Imagecas_434.img.nii.gz,"(512, 512, 275)","(0.357421875, 0.357421875, 0.5)",3
226,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/465.img.nii.gz,Imagecas_465.img.nii.gz,"(512, 512, 275)","(0.33984375, 0.33984375, 0.5)",3
227,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/496.img.nii.gz,Imagecas_496.img.nii.gz,"(512, 512, 275)","(0.375, 0.375, 0.5)",3
228,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/539.img.nii.gz,Imagecas_539.img.nii.gz,"(512, 512, 206)","(0.34765625, 0.34765625, 0.5)",3
229,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/438.img.nii.gz,Imagecas_438.img.nii.gz,"(512, 512, 237)","(0.36328125, 0.36328125, 0.5)",3
230,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/480.img.nii.gz,Imagecas_480.img.nii.gz,"(512, 512, 247)","(0.384765625, 0.384765625, 0.5)",3
231,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/403.img.nii.gz,Imagecas_403.img.nii.gz,"(512, 512, 275)","(0.40625, 0.40625, 0.5)",3
232,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/466.img.nii.gz,Imagecas_466.img.nii.gz,"(512, 512, 253)","(0.37109375, 0.37109375, 0.5)",3
233,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/425.img.nii.gz,Imagecas_425.img.nii.gz,"(512, 512, 275)","(0.365234375, 0.365234375, 0.5)",3
234,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/546.img.nii.gz,Imagecas_546.img.nii.gz,"(512, 512, 245)","(0.318359375, 0.318359375, 0.5)",3
235,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/562.img.nii.gz,Imagecas_562.img.nii.gz,"(512, 512, 275)","(0.427734375, 0.427734375, 0.5)",3
236,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/555.img.nii.gz,Imagecas_555.img.nii.gz,"(512, 512, 275)","(0.33984375, 0.33984375, 0.5)",3
237,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/582.img.nii.gz,Imagecas_582.img.nii.gz,"(512, 512, 247)","(0.318359375, 0.318359375, 0.5)",3
238,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/566.img.nii.gz,Imagecas_566.img.nii.gz,"(512, 512, 275)","(0.34765625, 0.34765625, 0.5)",3
239,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_401-600/401-600/427.img.nii.gz,Imagecas_427.img.nii.gz,"(512, 512, 275)","(0.4296875, 0.4296875, 0.5)",3
240,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/669.img.nii.gz,Imagecas_669.img.nii.gz,"(512, 512, 229)","(0.390625, 0.390625, 0.5)",3
241,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/694.img.nii.gz,Imagecas_694.img.nii.gz,"(512, 512, 217)","(0.318359375, 0.318359375, 0.5)",3
242,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/622.img.nii.gz,Imagecas_622.img.nii.gz,"(512, 512, 275)","(0.3203125, 0.3203125, 0.5)",3
243,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/659.img.nii.gz,Imagecas_659.img.nii.gz,"(512, 512, 223)","(0.365234375, 0.365234375, 0.5)",3
244,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/615.img.nii.gz,Imagecas_615.img.nii.gz,"(512, 512, 241)","(0.337890625, 0.337890625, 0.5)",3
245,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/762.img.nii.gz,Imagecas_762.img.nii.gz,"(512, 512, 275)","(0.3515625, 0.3515625, 0.5)",3
246,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/749.img.nii.gz,Imagecas_749.img.nii.gz,"(512, 512, 275)","(0.34765625, 0.34765625, 0.5)",3
247,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/699.img.nii.gz,Imagecas_699.img.nii.gz,"(512, 512, 206)","(0.298828125, 0.298828125, 0.5)",3
248,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/671.img.nii.gz,Imagecas_671.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
249,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/665.img.nii.gz,Imagecas_665.img.nii.gz,"(512, 512, 206)","(0.318359375, 0.318359375, 0.5)",3
250,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/736.img.nii.gz,Imagecas_736.img.nii.gz,"(512, 512, 275)","(0.330078125, 0.330078125, 0.5)",3
251,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/674.img.nii.gz,Imagecas_674.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
252,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/768.img.nii.gz,Imagecas_768.img.nii.gz,"(512, 512, 275)","(0.34765625, 0.34765625, 0.5)",3
253,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/794.img.nii.gz,Imagecas_794.img.nii.gz,"(512, 512, 225)","(0.384765625, 0.384765625, 0.5)",3
254,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/695.img.nii.gz,Imagecas_695.img.nii.gz,"(512, 512, 206)","(0.318359375, 0.318359375, 0.5)",3
255,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/731.img.nii.gz,Imagecas_731.img.nii.gz,"(512, 512, 275)","(0.357421875, 0.357421875, 0.5)",3
256,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/633.img.nii.gz,Imagecas_633.img.nii.gz,"(512, 512, 275)","(0.34375, 0.34375, 0.5)",3
257,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/625.img.nii.gz,Imagecas_625.img.nii.gz,"(512, 512, 227)","(0.353515625, 0.353515625, 0.5)",3
258,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/686.img.nii.gz,Imagecas_686.img.nii.gz,"(512, 512, 231)","(0.318359375, 0.318359375, 0.5)",3
259,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/760.img.nii.gz,Imagecas_760.img.nii.gz,"(512, 512, 275)","(0.328125, 0.328125, 0.5)",3
260,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/651.img.nii.gz,Imagecas_651.img.nii.gz,"(512, 512, 275)","(0.34375, 0.34375, 0.5)",3
261,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/604.img.nii.gz,Imagecas_604.img.nii.gz,"(512, 512, 275)","(0.40234375, 0.40234375, 0.5)",3
262,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/602.img.nii.gz,Imagecas_602.img.nii.gz,"(512, 512, 275)","(0.3359375, 0.3359375, 0.5)",3
263,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/649.img.nii.gz,Imagecas_649.img.nii.gz,"(512, 512, 275)","(0.37109375, 0.37109375, 0.5)",3
264,/media/mrsmile/IA/tesis/data/dataset/imagecas/archive/Dataset_601-800/601-800/661.img.nii.gz,Imagecas_661.img.nii.gz,"(512, 512, 275)","(0.318359375, 0.318359375, 0.5)",3
